,species_number,common_name,kingdom,family
14354,22251,Degu,Animalia,Octodontidae
14355,22252,Aquatic Oligochaete Worm,Animalia,Tubificidae
14356,22253,Crowfoot Grass,Plantae,Poaceae
14357,22254,Wrasses,Animalia,Labridae
14358,22255,Rock Shells,Animalia,Muricidae
14359,22256,Cock's Comb,Plantae,Amaranthaceae
14360,22257,Brook Salamanders,Animalia,Plethodontidae
14361,22260,Livistona,Plantae,Arecaceae
14362,22262,Noctuid Moth,Animalia,Noctuidae
14363,22263,,Animalia,Dendrocoelidae
14364,22264,Least Chubs,Animalia,Cyprinidae
14365,22265,Finebarbel Croakers,Animalia,Sciaenidae
14366,22266,Cliffchat,Animalia,Muscicapidae
14367,22267,Pride-Of-Rochester,Plantae,Hydrangeaceae
14368,22268,Weevil,Animalia,Curculionidae
14369,22269,Sand Lances ,Animalia,Ammodytidae
14370,22270,Water Mold,Chromista,Saprolegniaceae
14371,22272,,Plantae,Rhodymeniaceae
14372,22273,House Wrens,Animalia,Certhiidae
14373,22274,Green-Eyed Skimmers,Animalia,Corduliidae
14374,22275,Alaskan Pollocks,Animalia,Gadidae
14375,22276,Frillfin Gobies,Animalia,Gobiidae
14376,22278,,Fungi,Catenariaceae
14377,22279,Thrip,Animalia,Thripidae
14378,22281,Green Algae,Plantae,Scenedesmaceae
14379,22282,Polychaete Worm,Animalia,Cirratulidae
14380,22283,Threadfins,Animalia,Polynemidae
14381,22284,Green Lacewings,Animalia,Chrysopidae
14382,22286,Little Bluestem,Plantae,Poaceae
14383,22288,Polychaete,Animalia,Nereididae
14384,22289,Mussel,Animalia,Unionidae
14385,22290,Naked Catfishes,Animalia,Bagridae
14386,22291,Conifer Sawflies,Animalia,Diprionidae
14387,22293,Flounder,Animalia,Pleuronectidae
14388,22295,Brushtooth Tilapias,Animalia,Cichlidae
14389,22296,Poachers,Animalia,Agonidae
14390,22297,Cockroach,Animalia,Blattidae
14391,22298,Springtail,Animalia,Onychiuridae
14392,22301,Half-Toed Geckos,Animalia,Gekkonidae
14393,22302,Turtle-Doves,Animalia,Columbidae
14394,22303,Crepe Myrtle,Plantae,Lythraceae
14395,22304,Water Mold,Chromista,Thraustochytriaceae
14396,22305,Rosefishes,Animalia,Scorpaenidae
14397,22306,Capeweed,Plantae,Asteraceae
14398,22307,Button Coral,Animalia,Mussidae
14399,22308,Nematode,Animalia,Chromadoridae
14400,22309,Torpedo Electric Rays,Animalia,Torpedinidae
14401,22310,Murraya,Plantae,Rutaceae
14402,22311,Capitellid Thread Worm,Animalia,Capitellidae
14403,22312,Hawk Moths,Animalia,Sphingidae
14404,22313,Leatherleaf,Plantae,Ericaceae
14405,22314,Pimpernel,Plantae,Primulaceae
14406,22315,Coots,Animalia,Rallidae
14407,22316,Brittle Stars,Animalia,Ophiodermatidae
14408,22317,Water Fleas,Animalia,Chydoridae
14409,22318,,Animalia,Phalangiidae
14410,22319,Tufted Airplant,Plantae,Bromeliaceae
14411,22321,Scorpionfishes,Animalia,Scorpaenidae
14412,22322,Russian Knapweed ,Plantae,Asteraceae
14413,22324,Catfishes,Animalia,Schilbeidae
14414,22325,Characin Fish,Animalia,Characidae
14415,22326,Holly Fern,Plantae,Dryopteridaceae
14416,22327,Loaches,Animalia,Cobitidae
14417,22328,Clawed Lobsters,Animalia,Nephropidae
14418,22329,Sainfoin,Plantae,Fabaceae
14419,22330,Crested Quails,Animalia,Odontophoridae
14420,22331,Fungi,Fungi,
14421,22332,Saltwater Clam,Animalia,Pharidae
14422,22333,Mangrove,Plantae,Rhizophoraceae
14423,22334,Wildrye,Plantae,Poaceae
14424,22335,Earthworm,Animalia,Lumbricidae
14425,22336,Fennel,Plantae,Apiaceae
14426,22337,Grunter Fish,Animalia,Teraponidae
14427,22338,Shipworm,Animalia,Teredinidae
14428,22339,Cutlips Minnows,Animalia,Cyprinidae
14429,22340,Orbitid Mites,Animalia,Nanhermanniidae
14430,22341,Cockatoos,Animalia,Psittacidae
14431,22343,Lynxes,Animalia,Felidae
14432,22344,Red Algae,Plantae,Gigartinaceae
14433,22345,Spotted Suckers,Animalia,Catostomidae
14434,22346,Grunts,Animalia,Haemulidae
14435,22347,Heath,Plantae,Ericaceae
14436,22349,Mayflies,Animalia,Potamanthidae
14437,22350,Stony Corals,Animalia,Fungiidae
14438,22352,Fourspine Sticklebacks,Animalia,Gasterosteidae
14439,22353,Woundfins,Animalia,Cyprinidae
14440,22355,Golden-brown Algae,Chromista,Synuraceae
14441,22356,Gynura,Plantae,Asteraceae
14442,22358,Lantana,Plantae,Verbenaceae
14443,22359,Copepod,Animalia,Diosaccidae
14444,22360,Fly,Animalia,Aleyrodidae
14445,22361,Tansymustard,Plantae,Brassicaceae
14446,22363,Clustervine,Plantae,Convolvulaceae
14447,22364,Bleak,Animalia,Cyprinidae
14448,22365,Mayflies,Animalia,Polymitarcyidae
14449,22366,Gastrotriches,Animalia,Chaetonotidae
14450,22367,Fungi,Fungi,Erysiphaceae
14451,22368,Mirid Bug,Animalia,Miridae
14452,22370,Green Algae,Plantae,Cylindrocapsaceae
14453,22371,Ostracods,Animalia,Cyprididae
14454,22372,Clam,Animalia,Mactridae
14455,22373,Snapper,Animalia,Sparidae
14456,22376,,Animalia,Carabidae
14457,22378,Poppymallow,Plantae,Malvaceae
14458,22379,Polychaete,Animalia,Oweniidae
14459,22380,Polychaete,Animalia,Spionidae
14460,22381,Freshwater Sponges,Animalia,Spongillidae
14461,22382,Hedgehog,Animalia,Tenrecidae
14462,22383,Mite,Animalia,Phytoseiidae
14463,22386,Spurdogs,Animalia,Squalidae
14464,22387,Bittercress,Plantae,Brassicaceae
14465,22388,Butterfly Palm,Plantae,Arecaceae
14466,22389,Blue-Green Algae,Monera,Mastigocladaceae
14467,22390,Shrub,Plantae,Polygonaceae
14468,22392,Pokeweed,Plantae,Phytolaccaceae
14469,22393,Ground Squirrels,Animalia,Sciuridae
14470,22394,Pepper,Plantae,Solanaceae
14471,22396,Red-tide Phytoplankton,Chromista,Vacuolariaceae
14472,22397,Wrasse,Animalia,Labridae
14473,22398,Belladonna,Plantae,Solanaceae
14474,22399,Butter Catfish,Animalia,Siluridae
14475,22400,Meadowlarks,Animalia,Fringillidae
14476,22401,Russian Thistle,Plantae,Chenopodiaceae
14477,22402,Fungi,Fungi,Dermateaceae
14478,22403,Bark Beetles,Animalia,Curculionidae
14479,22404,Water Fleas,Animalia,Moinidae
14480,22405,Alligators,Animalia,Alligatoridae
14481,22406,Yucca,Plantae,Agavaceae
14482,22407,False Croton,Plantae,Euphorbiaceae
14483,22408,Wasp,Animalia,Encyrtidae
14484,22409,Fungi,Fungi,Ustilaginaceae
14485,22410,Top-shaped Sea Snails,Animalia,Trochidae
14486,22411,Round Gobies,Animalia,Gobiidae
14487,22414,Nematode,Animalia,Pratylenchidae
14488,22415,Pipits,Animalia,Passeridae
14489,22416,Parasitoid Wasp,Animalia,Figitidae
14490,22417,Green Algae,Plantae,Characiaceae
14491,22418,,Animalia,Pectinatellidae
14492,22419,Clam,Animalia,Veneridae
14493,22421,Garras,Animalia,Cyprinidae
14494,22422,Whites,Animalia,Pieridae
14495,22423,Longspurs,Animalia,Calcariidae
14496,22424,Cumaceans,Animalia,Leuconidae
14497,22425,Lobelia,Plantae,Campanulaceae
14498,22426,Red Algae,Plantae,Gigartinaceae
14499,22427,Macaques,Animalia,Cercopithecidae
14500,22428,Gigantochloa,Plantae,Poaceae
14501,22430,Rice Rats,Animalia,Muridae
14502,22431,Buglossoides,Plantae,Boraginaceae
14503,22432,Grain Borer,Animalia,Bostrichidae
14504,22433,Damselfishes,Animalia,Pomacentridae
14505,22434,Stonecrop,Plantae,Crassulaceae
14506,22436,Lumpfishes,Animalia,Cyclopteridae
14507,22437,Guillemots,Animalia,Laridae
14508,22439,Cockroach,Animalia,Blattellidae
14509,22441,Laurel,Plantae,Ericaceae
14510,22442,Physcomitrella Moss,Plantae,Funariaceae
14511,22443,Soft Scales,Animalia,Coccidae
14512,22444,Pileated Woodpecker,Animalia,Picidae
14513,22446,Chiton,Animalia,Ischnochitonidae
14514,22447,Freshwater Snail,Animalia,Hydrobiidae
14515,22448,Thecate Hydroids,Animalia,Campanulinidae
14516,22449,Clam,Animalia,Veneridae
14517,22450,Krill,Animalia,Euphausiidae
14518,22451,Polychaete,Animalia,Nerillidae
14519,22452,Mussel,Animalia,Unionidae
14520,22453,Amphipod,Animalia,Ampeliscidae
14521,22454,Stink Bugs,Animalia,Pentatomidae
14522,22455,Sand Crabs,Animalia,Hippidae
14523,22457,Gammarid Amphipods,Animalia,Talitridae
14524,22458,Beetle,Animalia,Curculionidae
14525,22459,Marine Algae,Plantae,Monostromataceae
14526,22461,Solomon's-Seal,Plantae,Liliaceae
14527,22462,,Animalia,Scarabaeidae
14528,22463,Avens,Plantae,Rosaceae
14529,22465,Click Beetle,Animalia,Elateridae
14530,22466,Plectranthus,Plantae,Lamiaceae
14531,22467,Spinylegs,Animalia,Gomphidae
14532,22468,Celery,Plantae,Apiaceae
14533,22469,,Animalia,Hyriidae
14534,22470,Cyprinid Fish,Animalia,Cyprinidae
14535,22471,New World Silversides,Animalia,Atherinopsidae
14536,22472,Ropefishes,Animalia,Polypteridae
14537,22473,Globular Springtails,Animalia,Bourletiellidae
14538,22474,Climbing Perches,Animalia,Anabantidae
14539,22476,Groupers,Animalia,Serranidae
14540,22477,Brittle Star,Animalia,Ophiothricidae
14541,22478,Pufferfishes,Animalia,Tetraodontidae
14542,22479,Ladybird Beetle,Animalia,Coccinellidae
14543,22480,Eelgrass,Plantae,Zosteraceae
14544,22482,Hemp,Plantae,Cannabaceae
14545,22483,Moon Corals,Animalia,Faviidae
14546,22484,Moorgrass,Plantae,Poaceae
14547,22485,Fingernail Clam,Animalia,Pisidiidae
14548,22487,Limpet,Animalia,Lottiidae
14549,22489,Spider,Animalia,Linyphiidae
14550,22490,Common Thrips,Animalia,Thripidae
14551,22491,Hakes,Animalia,Merlucciidae
14552,22492,Periwinkle,Animalia,Littorinidae
14553,22493,Beetle,Animalia,Dermestidae
14554,22494,Forget-Me-Not,Plantae,Boraginaceae
14555,22495,Citrange,Plantae,Rutaceae
14556,22496,Cyamopsis,Plantae,Fabaceae
14557,22497,Mussel,Animalia,Mytilidae
14558,22498,Narrow-Footed Marsupial 'Mice',Animalia,Dasyuridae
14559,22499,Snakeroot ,Plantae,Asteraceae
14560,22500,Macadamia,Plantae,Proteaceae
14561,22501,,Plantae,Nephroselmidaceae
14562,22503,,Plantae,Champiaceae
14563,22504,Lablab,Plantae,Fabaceae
14564,22505,Mussel,Animalia,Unionidae
14565,22506,Fungi,Fungi,Nectriaceae
14566,22507,Snail,Animalia,Helicidae
14567,22508,Tickclover,Plantae,Fabaceae
14568,22510,Mite,Animalia,Phytoseiidae
14569,22511,Scarab Beetle,Animalia,Cetoniidae
14570,22512,Carpetweed,Plantae,Molluginaceae
14571,22513,Mouse-Tailed Bat,Animalia,Rhinopomatidae
14572,22514,Knifefishes,Animalia,Notopteridae
14573,22515,Polychaete,Animalia,Hesionidae
14574,22517,Enterolobium,Plantae,Fabaceae
14575,22518,Tortricid Moth,Animalia,Tortricidae
14576,22521,Gammarid Amphipods,Animalia,Podoceridae
14577,22522,Round Stingrays,Animalia,Dasyatidae
14578,22523,Caddisflies,Animalia,Polycentropodidae
14579,22524,Collembola,Animalia,Hypogastruridae
14580,22525,Pearl Daces,Animalia,Cyprinidae
14581,22526,Peppervine,Plantae,Vitaceae
14582,22527,Bishopwood,Plantae,Euphorbiaceae
14583,22529,Agave,Plantae,Agavaceae
14584,22531,Snail,Animalia,Hydrobiidae
14585,22533,Clam,Animalia,Veneridae
14586,22534,Ponysfoot,Plantae,Convolvulaceae
14587,22535,Flukes,Animalia,Opisthorchiidae
14588,22536,Chameleon Gobies,Animalia,Gobiidae
14589,22537,Aphid,Animalia,Aphididae
14590,22539,Peltophorum,Plantae,Fabaceae
14591,22540,Jointfir,Plantae,Ephedraceae
14592,22542,Green Algae,Plantae,Micractiniaceae
14593,22543,Cattleya Orchids,Plantae,Orchidaceae
14594,22544,North American Spadefoots,Animalia,Pelobatidae
14595,22545,Comfrey,Plantae,Boraginaceae
14596,22546,Ichneumonid Wasp,Animalia,Ichneumonidae
14597,22547,Yellowhead,Plantae,Asteraceae
14598,22549,Moth,Animalia,Tortricidae
14599,22550,Acacia,Plantae,Fabaceae
14600,22551,Narcissus Flycatchers,Animalia,Muscicapidae
14601,22552,Tiphiid Wasps,Animalia,Tiphiidae
14602,22554,Legousia,Plantae,Campanulaceae
14603,22555,Snail,Animalia,Succineidae
14604,22556,Chalcid,Animalia,Torymidae
14605,22557,Corynocarpus,Plantae,Corynocarpaceae
14606,22558,American Cichlids,Animalia,Cichlidae
14607,22559,Tubificid Worm,Animalia,Tubificidae
14608,22560,Raccoons,Animalia,Procyonidae
14609,22561,Fungi,Fungi,Pleosporaceae
14610,22562,Spider,Animalia,Linyphiidae
14611,22563,Polychaete,Animalia,Syllidae
14612,22564,Polychaete,Animalia,Orbiniidae
14613,22565,Green Algae,Plantae,Desmidiaceae
14614,22566,Soapwort,Plantae,Caryophyllaceae
14615,22567,Nematode,Animalia,Mononchidae
14616,22568,Parsnip,Plantae,Apiaceae
14617,22569,Water Mold,Chromista,Peronosporaceae
14618,22570,Encyrtid Wasp,Animalia,Encyrtidae
14619,22571,Mullets,Animalia,Mugilidae
14620,22572,Mango,Plantae,Anacardiaceae
14621,22573,Dropseed,Plantae,Poaceae
14622,22574,Polychaete,Animalia,Sabellariidae
14623,22575,Stone Sculpins,Animalia,Cottidae
14624,22577,,Animalia,Diaspididae
14625,22578,Soft Scale Insect,Animalia,Coccidae
14626,22579,Stony Corals,Animalia,Meandrinidae
14627,22581,Friars,Animalia,Atherinidae
14628,22582,Water-Willow,Plantae,Acanthaceae
14629,22583,Trumpet,Plantae,Polemoniaceae
14630,22584,Anchovies,Animalia,Engraulidae
14631,22586,Lobularia,Plantae,Brassicaceae
14632,22587,Waterwort,Plantae,Elatinaceae
14633,22588,Red Squirrels,Animalia,Sciuridae
14634,22589,,Animalia,Scarabaeidae
14635,22591,Swamp Cranberry,Plantae,Ericaceae
14636,22592,Mite,Animalia,Ameroseiidae
14637,22593,Amphipod,Animalia,Gammaridae
14638,22594,Flagtails,Animalia,Kuhliidae
14639,22595,Satintail,Plantae,Poaceae
14640,22597,Brown Algae,Chromista,
14641,22598,Clam,Animalia,Unionidae
14642,22599,Slender Gars,Animalia,Lepisosteidae
14643,22601,Diatom,Chromista,Coscinodiscaceae
14644,22602,Flatworms,Animalia,Planariidae
14645,22604,Branch and Twig Borers,Animalia,Bostrichidae
14646,22605,Ice Plants,Plantae,Aizoaceae
14647,22606,Fungi,Fungi,Leptosphaeriaceae
14648,22609,Short-Tailed Crabs,Animalia,Menippidae
14649,22610,Dill,Plantae,Apiaceae
14650,22611,Schistidium Moss,Plantae,Grimmiaceae
14651,22612,Lobster,Animalia,Palinuridae
14652,22613,Moth,Animalia,Geometridae
14653,22614,Breadfruit,Plantae,Moraceae
14654,22615,Mud Sunfishes,Animalia,Centrarchidae
14655,22616,Black Senna,Plantae,Scrophulariaceae
14656,22617,Algae,Plantae,Oocystaceae
14657,22618,Tenches,Animalia,Cyprinidae
14658,22619,Grain Beetles,Animalia,Silvanidae
14659,22620,Midge,Animalia,Cecidomyiidae
14660,22622,Naked Catfishes,Animalia,Bagridae
14661,22623,Webworm,Animalia,Pamphiliidae
14662,22625,Pussytoes,Plantae,Asteraceae
14663,22626,Earless Owls,Animalia,Strigidae
14664,22627,Stink Bug,Animalia,Pentatomidae
14665,22628,Quelea,Animalia,Passeridae
14666,22629,Aquatic Oligochaete Worm ,Animalia,Naididae
14667,22630,Oligochaete,Animalia,Tubificidae
14668,22631,Waxweed,Plantae,Lythraceae
14669,22632,Oscars,Animalia,Cichlidae
14670,22634,Eurhynchium Moss,Plantae,Brachytheciaceae
14671,22636,Waterparsnip,Plantae,Apiaceae
14672,22637,Golden Algae,Chromista,Prymnesiaceae
14673,22638,Ovenbirds,Animalia,Parulidae
14674,22639,Carps,Animalia,Cyprinidae
14675,22640,Leaf Beetle,Animalia,Chrysomelidae
14676,22641,Acroceras,Plantae,Poaceae
14677,22642,Sweetflag,Plantae,Acoraceae
14678,22643,Electric Eels,Animalia,Electrophoridae
14679,22645,New World Silversides,Animalia,Atherinidae
14680,22647,Chondrilla,Plantae,Asteraceae
14681,22648,Stewartia,Plantae,Theaceae
14682,22650,Mexican Clover,Plantae,Rubiaceae
14683,22651,Wallaby,Animalia,Macropodidae
14684,22652,Mite,Animalia,Steganacaridae
14685,22653,Sponge,Animalia,Crambeidae
14686,22654,Mites,Animalia,Brachychthoniidae
14687,22655,Bluntnose Minnows,Animalia,Cyprinidae
14688,22656,Siphoneous Green Algae,Plantae,Protosiphonaceae
14689,22657,Thistle,Plantae,Asteraceae
14690,22658,Marchantia,Plantae,Marchantiaceae
14691,22659,Fly,Animalia,Fanniidae
14692,22661,Whiptails,Animalia,Colubridae
14693,22662,Needlegrass,Plantae,Poaceae
14694,22665,Midges,Animalia,Chironomidae
14695,22667,Yellowfin Mojarras,Animalia,Gerreidae
14696,22668,Inconnus,Animalia,Salmonidae
14697,22669,Mud Crabs,Animalia,Xanthidae
14698,22670,Ailanthus,Plantae,Simaroubaceae
14699,22671,Springtail,Animalia,Isotomidae
14700,22672,Blue-green Algae,Monera,Oscillatoriaceae
14701,22673,Centipede,Animalia,Lithobiidae
14702,22674,Isopod,Animalia,Phreatoicidae
14703,22676,Fungi,Fungi,Halosphaeriaceae
14704,22677,Posidonia,Plantae,Potamogetonaceae
14705,22678,Buckthorn,Plantae,Rhamnaceae
14706,22679,Bream,Animalia,Teraponidae
14707,22680,Caddisflies,Animalia,Brachycentridae
14708,22682,Twinflower ,Plantae,Caprifoliaceae
14709,22683,Desertparsley,Plantae,Apiaceae
14710,22685,Northern Warblers,Animalia,Parulidae
14711,22686,Ground Skinks,Animalia,Scincidae
14712,22687,Armored Catfish,Animalia,Callichthyidae
14713,22688,Pygmy-Owls,Animalia,Strigidae
14714,22689,,Fungi,Saccharomycetaceae
14715,22690,Whitefly,Animalia,Aleyrodidae
14716,22691,Freshwater Mussel,Animalia,Margaritiferidae
14717,22692,Night-Herons,Animalia,Ardeidae
14718,22693,,Animalia,Antedonidae
14719,22694,Alyssum,Plantae,Brassicaceae
14720,22695,Glorybower,Plantae,Verbenaceae
14721,22699,Flame Lily,Plantae,Liliaceae
14722,22700,Soles,Animalia,Soleidae
14723,22701,Tetradymia,Plantae,Asteraceae
14724,22702,Diving Beetle,Animalia,Dytiscidae
14725,22703,Bark Beetle,Animalia,Curculionidae
14726,22706,Hornyhead Chubs,Animalia,Cyprinidae
14727,22708,Caddisfly,Animalia,Hydroptilidae
14728,22709,Sea Squirt,Animalia,Styelidae
14729,22710,Carp,Animalia,Cyprinidae
14730,22711,,Animalia,Diastylidae
14731,22712,Horned Pondweed,Plantae,Zannichelliaceae
14732,22713,Freshwater Snail,Animalia,Pomatiopsidae
14733,22714,Pigfishes,Animalia,Haemulidae
14734,22715,Ramshorn Snail,Animalia,Planorbidae
14735,22716,Blue-Eyed Grass,Plantae,Iridaceae
14736,22717,Nematode,Animalia,Mermithidae
14737,22718,Nematode,Animalia,Heteroderidae
14738,22719,Water Mite,Animalia,Eylaidae
14739,22720,Beetle,Animalia,Curculionidae
14740,22721,Spionid,Animalia,Spionidae
14741,22722,Bog Rosemary,Plantae,Ericaceae
14742,22723,Bivalve,Animalia,Arcidae
14743,22724,Moth,Animalia,Pyralidae
14744,22725,Otter,Animalia,Mustelidae
14745,22726,Mucuna,Plantae,Fabaceae
14746,22727,Lichen,Fungi,Cladoniaceae
14747,22728,Philodendron,Plantae,Araceae
14748,22729,Pinfishes,Animalia,Sparidae
14749,22730,Phantom Craneflies,Animalia,Ptychopteridae
14750,22731,Lanternfish,Animalia,Myctophidae
14751,22732,Tarpons,Animalia,Ariidae
14752,22733,Deathcamas,Plantae,Liliaceae
14753,22734,Grass,Plantae,Poaceae
14754,22736,Cabbageworm,Animalia,Crambidae
14755,22737,Polychaete,Animalia,Phyllodocidae
14756,22738,Polychaete,Animalia,Sabellidae
14757,22739,Magpies,Animalia,Corvidae
14758,22740,Coral,Animalia,Poritidae
14759,22741,Woodrats,Animalia,Muridae
14760,22742,Snail,Animalia,Trochidae
14761,22743,Stony Coral,Animalia,Meandrinidae
14762,22744,Ant,Animalia,Formicidae
14763,22745,Cricket,Animalia,Gryllidae
14764,22746,Sea Anemones,Animalia,Actiniidae
14765,22747,Louse,Animalia,Pediculidae
14766,22748,Fungi,Fungi,Strophariaceae
14767,22749,Cichlid,Animalia,Cichlidae
14768,22750,Western Antillean Anoles,Animalia,Polychrotidae
14769,22751,Neillia,Plantae,Rosaceae
14770,22752,Leafbract,Plantae,Malvaceae
14771,22754,Cajanus,Plantae,Fabaceae
14772,22755,Gorse,Plantae,Fabaceae
14773,22756,Gammarid Amphipod,Animalia,Lysianassidae
14774,22759,Nematode,Animalia,Hoplolaimidae
14775,22760,Scapania,Plantae,Scapaniaceae
14776,22761,Guavas,Plantae,Myrtaceae
14777,22763,Mushroom,Fungi,Polyporaceae
14778,22764,Skylarks,Animalia,Alaudidae
14779,22765,Bullhead,Animalia,Cottidae
14780,22766,Protozoan,Animalia,Oxytrichidae
14781,22767,Pteromalid Wasp,Animalia,Pteromalidae
14782,22768,Hawfinches,Animalia,Fringillidae
14783,22769,Rice Bug,Animalia,Coreidae
14784,22770,Cyprinid Fish ,Animalia,Cyprinidae
14785,22771,Freshwater Mussel,Animalia,Unionidae
14786,22772,Teak,Plantae,Verbenaceae
14787,22773,Ant,Animalia,Formicidae
14788,22774,Cumacean,Animalia,Bodotriidae
14789,22775,Coneflower,Plantae,Asteraceae
14790,22776,Rivulines,Animalia,Aplocheilidae
14791,22778,Sponge,Animalia,Dictyonellidae
14792,22779,Old World Hamsters,Animalia,Muridae
14793,22780,Sabaigrass,Plantae,Poaceae
14794,22781,Lumbriculid Oligochaete,Animalia,Lumbriculidae
14795,22782,Spadefoot Toad,Animalia,Pelobatidae
14796,22784,Saxaul,Plantae,Chenopodiaceae
14797,22786,Spring Peepers,Animalia,Hylidae
14798,22787,Crab,Animalia,Grapsidae
14799,22788,Fungi,Fungi,Dematiaceae
14800,22790,Polychaete Worm,Animalia,Nereididae
14801,22791,Goatgrass,Plantae,Poaceae
14802,22792,Leaf Bug,Animalia,Miridae
14803,22794,Primrose,Plantae,Primulaceae
14804,22795,Galaxiids,Animalia,Galaxiidae
14805,22796,Leaf Beetle,Animalia,Chrysomelidae
14806,22798,Germander,Plantae,Lamiaceae
14807,22799,Spider Crab,Animalia,Pisidae
14808,22800,Valerian,Plantae,Valerianaceae
14809,22801,Springtail,Animalia,Isotomidae
14810,22803,Opossum Shrimp,Animalia,Mysidae
14811,22804,,Animalia,Psilidae
14812,22805,Catfish,Animalia,Bagridae
14813,22806,Copepod,Animalia,Laophontidae
14814,22807,Moth,Animalia,Notodontidae
14815,22808,Old World Rabbits,Animalia,Leporidae
14816,22809,Pincushions,Plantae,Dipsacaceae
14817,22810,Surf Perch,Animalia,Embiotocidae
14818,22813,Leafminer,Animalia,Agromyzidae
14819,22814,Water Mold,Chromista,Leptolegniaceae
14820,22815,Oyster,Animalia,Anomiidae
14821,22817,Stonefly,Animalia,Perlidae
14822,22820,Weaver,Animalia,Ploceidae
14823,22821,Glandweed,Plantae,Scrophulariaceae
14824,22822,Moth,Animalia,Sphingidae
14825,22823,Springbeauty,Plantae,Portulacaceae
14826,22824,Chalcid Wasp,Animalia,Pteromalidae
14827,22826,Wild Petunia,Plantae,Acanthaceae
14828,22827,Bison,Animalia,Bovidae
14829,22828,Bleak,Animalia,Cyprinidae
14830,22829,Song Sparrows,Animalia,Fringillidae
14831,22830,Chipmunks,Animalia,Sciuridae
14832,22831,Rhaphiolepis,Plantae,Rosaceae
14833,22832,Anemone,Animalia,Actiniidae
14834,22833,Arrow Gobies,Animalia,Gobiidae
14835,22836,Fungi,Fungi,Chaetomiaceae
14836,22837,Pisionid Polychaete,Animalia,Pisionidae
14837,22838,Slider Turtles,Animalia,Emydidae
14838,22839,Blowfly,Animalia,Calliphoridae
14839,22840,Wasp,Animalia,Braconidae
